date,open,high,low,close,size
20180118,7080.0,7105.0,7051.5,7074.5,3619
20180119,7083.5,7146.5,7041.0,7045.0,6503
20180122,7091.5,7116.5,7053.5,7077.0,3841
20180123,7063.5,7099.5,6885.0,6901.0,9870
20180124,6919.0,7173.5,6912.5,7144.5,9621
20180125,7193.5,7208.0,7110.5,7114.0,5684
20180126,7094.0,7150.0,7061.5,7091.0,6245
20180129,7150.0,7169.0,7071.5,7089.0,3990
20180130,7025.5,7109.0,6994.0,7080.0,5710
20180131,7080.5,7165.5,7047.5,7101.0,5934
20180201,7102.5,7130.0,7063.0,7117.0,5248
20180202,7130.0,7188.5,7029.0,7079.0,8223
20180205,7091.5,7220.0,7070.5,7128.0,6432
20180206,7074.0,7140.0,7049.0,7083.0,7437
20180207,7121.0,7161.0,6865.0,6876.0,11896
20180208,6924.0,6930.0,6809.0,6859.0,8010
20180209,6840.0,6858.0,6733.0,6750.0,8422
20180212,6861.5,6889.0,6811.0,6862.0,4444
20180213,6929.0,7025.0,6884.5,7017.0,6722
20180214,7018.0,7176.5,6965.5,7162.5,7982
20180215,7190.0,7202.0,7125.5,7189.0,5317
20180216,7194.5,7253.0,7181.0,7184.0,5159
20180219,7174.5,7192.5,7088.0,7137.5,2561
20180220,7087.0,7116.0,7060.0,7076.5,3187
20180221,7081.5,7144.5,7034.5,7135.0,3495
20180222,7027.5,7193.0,7003.5,7170.5,5472
20180223,7166.0,7167.5,7083.5,7110.0,4461
20180226,7164.0,7179.0,7092.0,7111.5,3687
20180227,7134.5,7138.0,6988.5,7028.0,5961
20180228,7020.0,7037.5,6923.5,6936.5,5958
20180301,6947.5,6950.0,6858.5,6887.5,5607
20180302,6924.0,6960.0,6881.0,6916.5,5181
20180305,6924.0,6930.0,6855.0,6925.0,4115
20180306,6972.0,7029.5,6938.5,6992.5,3966
20180307,6972.0,6990.0,6905.0,6941.0,4616
20180308,6905.0,6929.5,6809.0,6823.0,4744
20180309,6839.0,6971.5,6777.0,6957.5,7072
20180312,6947.0,6947.5,6886.5,6915.0,4140
20180313,6900.0,6959.0,6873.5,6952.5,4047
20180314,6939.0,7064.0,6925.0,6982.0,6622
20180315,6969.5,6978.5,6890.0,6922.0,4552
20180316,6907.5,6974.0,6852.0,6889.5,4612
20180319,6854.0,6880.0,6785.0,6832.5,4758
20180320,6835.5,6865.5,6730.0,6756.0,5680
20180321,6755.0,6835.0,6702.0,6830.5,6535
20180322,6818.0,6860.0,6674.0,6726.5,6438
20180323,6718.5,6719.5,6623.5,6649.0,7729
20180326,6575.0,6663.0,6536.5,6623.5,6444
20180327,6699.0,6711.0,6623.5,6657.5,5024
20180328,6649.0,6690.0,6605.0,6667.0,6683
20180329,6698.0,6778.5,6695.0,6740.5,5801
20180403,6820.0,6827.5,6775.0,6810.0,5029
20180404,6811.0,6822.0,6621.5,6713.0,8023
20180405,6734.0,6870.0,6721.0,6818.5,5475
20180406,6772.5,6802.0,6732.0,6754.5,3981
20180409,6785.0,6855.0,6782.5,6853.5,4533
20180410,6892.0,6973.0,6865.0,6968.5,5795
20180411,6962.5,6987.5,6893.0,6911.5,6244
20180412,6858.5,6891.5,6772.0,6821.0,6571
20180413,6805.0,6882.5,6802.5,6833.5,4379
20180416,6821.0,6936.0,6806.0,6883.5,4469
20180417,6908.0,6908.5,6812.5,6873.0,4980
20180418,6876.5,7075.0,6861.0,7036.5,9601
20180419,7053.5,7112.0,6933.0,6962.0,7579
20180420,6967.5,7007.5,6920.0,6982.5,5285
20180423,7028.5,7034.5,6858.0,6927.5,6399
20180424,6968.0,7050.0,6942.5,6982.5,6139
20180425,6985.5,7028.0,6948.5,6977.5,5601
20180426,6955.0,6986.5,6890.0,6967.0,5660
20180427,6964.5,6970.0,6776.5,6812.0,6817
20180430,6831.0,6852.0,6783.5,6821.5,3715
20180501,6792.0,6838.0,6710.0,6762.0,6212
20180502,6771.5,6856.0,6771.5,6817.0,5935
20180503,6814.5,6927.5,6805.0,6865.0,6419
20180504,6864.0,6892.5,6787.0,6845.0,4453
20180508,6853.0,6870.0,6720.0,6814.0,7136
20180509,6820.0,6827.5,6766.0,6815.5,5062
20180510,6843.0,6929.5,6797.5,6916.5,5855
20180511,6911.0,6947.0,6897.0,6921.5,3991
20180514,6940.0,6957.0,6850.0,6884.0,4366
20180515,6855.5,6905.0,6765.0,6810.0,5436
20180516,6808.0,6850.0,6780.5,6844.5,4093
20180517,6856.0,6900.0,6833.0,6862.0,4067
20180518,6868.0,6881.5,6810.0,6824.0,4468
20180521,6873.0,6923.0,6854.5,6898.0,4264
20180522,6884.0,6999.0,6876.0,6963.0,6146
20180523,6957.0,6969.5,6805.0,6835.0,7478
20180524,6849.0,6913.0,6841.5,6910.5,3659
20180525,6904.0,6942.0,6840.0,6858.0,4322
20180529,6875.5,6940.0,6825.0,6827.0,6260
20180530,6821.5,6856.0,6727.0,6840.0,8758
20180531,6853.0,6895.5,6801.0,6828.0,5805
20180601,6840.5,6912.0,6826.0,6904.5,5797
20180604,6923.0,6992.0,6891.0,6986.5,5065
20180605,6961.0,7117.0,6958.0,7117.0,7927
20180606,7122.0,7252.0,7092.0,7235.0,9605
20180607,7284.5,7348.0,7232.5,7247.0,9594
20180608,7252.5,7333.0,7211.0,7305.5,7767
20180611,7295.0,7301.0,7212.5,7222.0,5268
20180612,7224.5,7258.0,7192.5,7213.0,4304
20180613,7212.5,7259.0,7169.0,7241.5,4372
20180614,7207.0,7225.5,7156.0,7160.0,4498
20180615,7143.5,7168.5,6996.0,7011.5,7050
20180618,6993.5,7027.5,6918.0,6972.0,4691
20180619,6935.0,6939.0,6809.0,6825.5,9040
20180620,6819.0,6872.0,6772.0,6815.5,7712
20180621,6804.0,6835.0,6772.5,6799.5,5779
20180622,6795.5,6831.5,6768.0,6801.0,4963
20180625,6810.0,6814.0,6702.5,6704.0,4656
20180626,6723.0,6744.0,6692.0,6727.0,3784
20180627,6723.5,6748.0,6667.0,6693.0,6482
20180628,6695.5,6703.0,6589.5,6623.0,5536
20180629,6636.5,6692.5,6610.5,6619.0,5079
20180702,6616.5,6616.5,6519.0,6571.0,4901
20180703,6540.0,6612.5,6490.0,6509.0,5461
20180704,6518.0,6566.0,6344.0,6403.5,7176
20180705,6406.0,6428.0,6306.5,6324.0,7152
20180706,6232.0,6337.5,6231.0,6308.5,6015
20180709,6400.0,6438.0,6362.0,6405.0,5449
20180710,6415.5,6417.5,6301.0,6345.0,4898
20180711,6328.0,6328.0,6081.0,6135.0,12254
20180712,6189.0,6247.0,6169.5,6215.0,5508
20180713,6227.0,6244.0,6156.0,6215.0,5285
20180716,6231.0,6234.0,6150.0,6192.0,3764
20180717,6252.5,6259.0,6142.0,6160.5,4683
20180718,6158.5,6194.5,6080.0,6180.0,5562
20180719,6159.5,6159.5,5988.0,6054.5,6808
20180720,6071.5,6171.5,6007.5,6152.0,6474
20180723,6143.5,6205.5,6128.0,6128.0,3785
20180724,6155.0,6328.0,6141.0,6262.0,6511
20180725,6269.0,6331.0,6241.0,6305.5,4784
20180726,6340.0,6340.0,6256.5,6281.5,4022
20180727,6271.5,6325.0,6217.5,6244.0,4329
20180730,6224.0,6266.0,6162.0,6245.0,4346
20180731,6266.5,6341.5,6192.0,6322.0,5324
20180801,6299.5,6299.5,6106.0,6124.0,6693
20180802,6120.5,6177.0,6066.0,6139.0,5765
20180803,6114.5,6236.0,6074.5,6176.5,6042
20180806,6154.0,6161.0,6064.0,6105.5,4524
20180807,6134.5,6195.0,6123.5,6156.5,3562
20180808,6171.5,6209.5,6129.0,6172.5,4256
20180809,6238.0,6308.0,6192.0,6198.0,5712
20180810,6199.0,6220.0,6126.5,6155.0,5164
20180813,6117.0,6183.0,6095.0,6129.5,4033
20180814,6128.0,6144.0,6024.0,6045.0,4976
20180815,6039.0,6043.0,5773.0,5831.0,11317
20180816,5875.0,5957.5,5855.0,5890.5,7833
20180817,5893.5,5945.0,5864.0,5934.0,5551
20180820,5968.0,6033.0,5951.0,5989.5,5036
20180821,6005.5,6076.0,5994.0,6060.5,4164
20180822,6036.0,6056.5,5973.5,6010.5,4245
20180823,5997.5,5999.0,5901.5,5965.0,5270
20180824,5969.5,6116.5,5963.5,6069.0,5155
20180828,6101.5,6167.0,6057.5,6132.0,5613
20180829,6129.5,6149.5,6071.5,6092.0,4086
20180830,6093.5,6115.0,6010.0,6075.5,5606
20180831,6043.5,6070.5,5963.5,5990.0,5757
20180903,5977.5,6005.0,5945.5,5948.0,3331
20180904,5952.0,5973.0,5800.5,5840.0,7591
20180905,5842.5,5891.0,5826.5,5882.5,5300
20180906,5890.0,5988.0,5870.0,5908.5,5960
20180907,5915.0,5947.0,5831.0,5880.0,6075
20180910,5883.0,5910.0,5850.0,5890.0,3616
20180911,5890.0,5962.0,5805.0,5880.0,6842
20180912,5886.0,6012.5,5851.5,5997.0,7064
20180913,5999.5,6074.0,5985.0,5990.0,6649
20180914,5996.5,6037.0,5896.0,5905.5,5577
20180917,5872.5,5955.5,5861.5,5950.5,5485
20180918,5858.0,6118.5,5855.0,6091.0,10407
20180919,6108.0,6145.0,6068.5,6087.0,5517
20180920,6094.5,6124.0,6045.5,6115.0,5251
20180921,6141.5,6382.5,6132.5,6337.5,10321
20180924,6312.5,6375.5,6289.0,6298.5,6121
20180925,6292.5,6329.0,6213.0,6280.5,8103
20180926,6276.5,6317.0,6256.0,6289.0,4583
20180927,6277.0,6290.0,6162.5,6179.0,5776
20180928,6174.0,6268.0,6156.0,6259.5,5625
20181001,6255.0,6290.0,6152.0,6237.5,4953
20181002,6225.5,6356.0,6178.0,6253.5,7064
20181003,6271.0,6339.5,6254.5,6332.0,4202
20181004,6307.0,6393.5,6207.0,6228.5,5910
20181005,6234.5,6245.0,6152.0,6186.5,4616
20181008,6197.0,6224.5,6126.0,6196.5,5228
20181009,6202.0,6303.5,6163.0,6295.0,6452
20181010,6301.0,6310.5,6212.0,6218.0,5462
20181011,6176.5,6300.0,6091.5,6273.5,10278
20181012,6231.5,6335.0,6228.0,6288.5,6219
20181015,6295.0,6342.0,6231.5,6239.5,5318
20181016,6235.5,6252.5,6183.5,6233.0,5326
20181017,6230.0,6276.0,6175.0,6220.5,6604
20181018,6214.5,6226.0,6121.5,6132.0,6471
20181019,6135.0,6242.5,6125.5,6222.0,5223
20181022,6226.0,6331.5,6211.5,6228.5,6380
20181023,6216.0,6237.5,6148.0,6183.0,5983
20181024,6193.0,6275.5,6171.0,6178.0,4977
20181025,6165.5,6227.5,6113.5,6197.5,6690
20181026,6185.0,6191.0,6100.0,6182.0,6004
20181029,6199.0,6240.0,6127.0,6127.0,5030
20181030,6127.0,6155.5,6014.5,6055.0,7097
20181031,6026.5,6057.5,5984.0,5999.5,5794
20181101,6008.0,6143.0,5974.5,6139.0,7345
20181102,6129.0,6315.0,6089.5,6305.0,11659
20181105,6295.0,6300.5,6171.0,6181.5,6348
20181106,6198.0,6226.0,6134.5,6143.5,4319
20181107,6155.0,6219.5,6136.5,6155.0,4373
20181108,6152.0,6170.0,6084.0,6144.0,4725
20181109,6130.0,6135.5,6034.0,6039.0,4464
20181112,6050.5,6085.5,6038.0,6042.0,3859
20181113,6030.0,6181.0,6016.0,6048.0,7179
20181114,6064.5,6123.5,6032.0,6100.0,5262
20181115,6109.0,6214.0,6095.5,6202.0,6763
20181116,6188.5,6278.5,6152.5,6242.5,4849
20181119,6235.0,6274.0,6190.0,6255.0,5919
20181120,6241.0,6296.0,6146.0,6173.0,9800
20181121,6164.0,6262.5,6162.0,6233.0,4791
20181122,6225.0,6267.0,6207.5,6267.0,2694
20181123,6254.0,6260.0,6154.5,6168.0,4636
20181126,6187.0,6230.0,6155.0,6172.5,4892
20181127,6158.0,6172.0,6092.0,6111.0,5662
20181128,6113.0,6269.0,6113.0,6251.5,5318
20181129,6244.5,6254.5,6196.5,6205.5,5193
20181130,6205.5,6236.0,6164.0,6198.5,5578
20181203,6300.0,6352.0,6237.0,6250.0,8620
20181204,6239.5,6299.0,6153.0,6168.5,7137
20181205,6176.0,6203.0,6142.0,6193.5,4794
20181206,6165.0,6165.0,6068.0,6134.5,7332
20181207,6139.0,6193.0,6129.5,6149.0,4529
