date,startmin,endmin,c0,c1,c17,c18,ch17_18_abs,ch17_0_abs,ch17_0,ch1_0
20180502,0000,1759,6789.0,6796.0,6811.5,6817.0,15.0,42.0,42.0,7.0
20180503,0500,1759,n,n,6838.0,6865.0,5.5,n,n,n
20180504,0000,1759,6864.0,6855.0,6853.0,6845.0,27.0,26.0,26.0,-9.0
20180508,0500,1759,n,n,6809.5,6814.0,8.0,n,n,n
20180509,0000,1759,6817.0,6801.5,6810.0,6815.5,4.5,7.5,n,n
20180510,0501,1759,n,n,6916.5,6916.5,5.5,n,n,n
20180511,0006,1759,6911.0,6921.5,6916.0,6921.5,0.0,5.5,n,n
20180514,0508,1759,n,n,6880.0,6884.0,5.5,n,n,n
20180515,0500,1759,n,n,6814.0,6810.0,4.0,n,n,n
20180516,0007,1759,6808.0,6810.5,6836.0,6844.5,4.0,6.0,n,n
20180517,0500,1757,n,n,6879.5,6862.0,8.5,n,n,n
20180518,0022,1759,6868.0,6879.0,6822.0,6824.0,17.5,11.5,-11.5,11.0
20180521,0501,1759,n,n,6893.5,6898.0,2.0,n,n,n
20180522,0500,1759,n,n,6964.0,6963.0,4.5,n,n,n
20180523,0001,1759,6956.5,6958.5,6841.0,6835.0,1.0,7.5,n,n
20180524,0500,1759,n,n,6897.5,6910.5,6.0,n,n,n
20180525,0000,1759,6904.5,6900.0,6864.5,6858.0,13.0,7.0,n,n
20180529,0500,1759,n,n,6834.0,6827.0,6.5,n,n,n
20180530,0000,1759,6820.0,6826.0,6848.0,6840.0,7.0,14.0,-14.0,6.0
20180531,0500,1759,n,n,6839.0,6828.0,8.0,n,n,n
20180601,0034,1759,6840.5,6843.0,6905.0,6904.5,11.0,1.5,n,n
20180604,0503,1759,n,n,6977.5,6986.5,0.5,n,n,n
20180605,0502,1759,n,n,7106.0,7117.0,9.0,n,n,n
20180606,0000,1759,7127.0,7124.0,7235.0,7235.0,11.0,21.0,21.0,-3.0
20180607,0501,1759,n,n,7263.5,7247.0,0.0,n,n,n
20180608,0000,1759,7253.0,7266.5,7312.5,7305.5,16.5,10.5,-10.5,13.5
20180611,0500,1759,n,n,7235.0,7222.0,7.0,n,n,n
20180612,0503,1759,n,n,7223.0,7213.0,13.0,n,n,n
20180613,0001,1759,7212.5,7212.0,7233.0,7241.5,10.0,10.5,-10.5,-0.5
20180614,0501,1759,n,n,7172.0,7160.0,8.5,n,n,n
20180615,0000,1759,7137.0,7137.0,7022.5,7011.5,12.0,35.0,-35.0,0.0
20180618,0500,1759,n,n,6942.0,6972.0,11.0,n,n,n
20180619,0500,1759,n,n,6820.0,6825.5,30.0,n,n,n
20180620,0000,1759,6819.0,6820.5,6807.0,6815.5,5.5,1.0,n,n
20180621,0500,1759,n,n,6777.5,6799.5,8.5,n,n,n
20180622,0000,1757,6799.0,6806.5,6796.5,6801.0,22.0,21.5,21.5,7.5
20180625,0500,1759,n,n,6720.0,6704.0,4.5,n,n,n
20180626,0500,1757,n,n,6720.5,6727.0,16.0,n,n,n
20180627,0000,1759,6727.0,6733.0,6707.5,6693.0,6.5,6.5,n,n
20180628,0500,1758,n,n,6633.5,6623.0,14.5,n,n,n
20180629,0000,1759,6635.0,6628.0,6619.5,6619.0,10.5,1.5,n,n
20180702,0500,1759,n,n,6566.0,6571.0,0.5,n,n,n
20180703,0500,1758,n,n,6510.5,6509.0,5.0,n,n,n
20180704,0000,1759,6518.0,6522.5,6400.0,6403.5,1.5,7.5,n,n
20180705,0000,1759,6405.5,6405.5,6324.5,6324.0,3.5,5.5,n,n
20180706,0500,1759,n,n,6315.0,6308.5,0.5,n,n,n
20180709,0500,1759,n,n,6384.5,6405.0,6.5,n,n,n
20180710,0500,1759,n,n,6349.5,6345.0,20.5,n,n,n
20180711,0000,1758,6315.0,6207.0,6140.0,6135.0,4.5,34.5,-34.5,-108.0
20180712,0500,1758,n,n,6215.0,6215.0,5.0,n,n,n
20180713,0000,1759,6227.0,6225.0,6217.5,6215.0,0.0,12.0,12.0,-2.0
20180716,0506,1759,n,n,6185.0,6192.0,2.5,n,n,n
20180717,0500,1759,n,n,6148.0,6160.5,7.0,n,n,n
20180718,0011,1757,6158.5,6163.0,6172.0,6180.0,12.5,10.5,10.5,4.5
20180719,0500,1759,n,n,6038.0,6054.5,8.0,n,n,n
20180720,0000,1759,6073.5,6064.0,6158.0,6152.0,16.5,35.5,35.5,-9.5
20180723,0506,1759,n,n,6135.0,6128.0,6.0,n,n,n
20180724,0500,1759,n,n,6275.0,6262.0,7.0,n,n,n
20180725,0000,1759,6270.0,6275.0,6287.0,6305.5,13.0,5.0,n,n
20180726,0500,1759,n,n,6289.0,6281.5,18.5,n,n,n
20180727,0009,1759,6271.5,6266.0,6255.5,6244.0,7.5,17.5,-17.5,-5.5
20180730,0502,1759,n,n,6245.0,6245.0,11.5,n,n,n
20180731,0500,1759,n,n,6326.0,6322.0,0.0,n,n,n
20180801,0000,1759,6299.5,6260.5,6149.0,6124.0,4.0,26.5,-26.5,-39.0
20180802,0500,1759,n,n,6135.0,6139.0,25.0,n,n,n
20180803,0002,1759,6115.5,6122.0,6182.0,6176.5,4.0,19.5,-19.5,6.5
20180806,0500,1758,n,n,6122.0,6105.5,5.5,n,n,n
20180807,0500,1758,n,n,6165.5,6156.5,16.5,n,n,n
20180808,0000,1759,6171.5,6170.0,6167.0,6172.5,9.0,6.0,n,n
20180809,0500,1759,n,n,6196.0,6198.0,5.5,n,n,n
20180810,0001,1759,6199.0,6195.0,6154.5,6155.0,2.0,3.0,n,n
20180813,0500,1759,n,n,6129.0,6129.5,0.5,n,n,n
20180814,0500,1759,n,n,6037.0,6045.0,0.5,n,n,n
20180815,0013,1759,6039.0,6030.5,5798.0,5831.0,8.0,2.0,n,n
20180816,0500,1759,n,n,5897.0,5890.5,33.0,n,n,n
20180817,0000,1759,5893.5,5905.5,5920.0,5934.0,6.5,3.5,n,n
20180820,0000,1759,5970.0,5973.0,6001.0,5989.5,14.0,50.0,50.0,3.0
20180821,0001,1759,6005.5,6020.5,6058.0,6060.5,11.5,4.5,n,n
20180822,0000,1759,6034.5,6051.5,6017.5,6010.5,2.5,23.5,-23.5,17.0
20180823,0002,1759,5999.0,5992.0,5986.0,5965.0,7.0,18.5,-18.5,-7.0
20180824,0000,1759,5969.5,5982.5,6079.0,6069.0,21.0,16.5,-16.5,13.0
20180828,0000,1759,6107.5,6103.5,6140.0,6132.0,10.0,28.5,28.5,-4.0
20180829,0000,1759,6129.5,6127.5,6106.5,6092.0,8.0,10.5,-10.5,-2.0
20180830,0004,1759,6091.5,6089.0,6072.5,6075.5,14.5,15.0,-15.0,-2.5
20180831,0000,1759,6041.0,6023.5,5982.5,5990.0,3.0,31.5,-31.5,-17.5
20180903,0000,1759,5979.0,5967.5,5952.0,5948.0,7.5,3.5,n,n
20180904,0000,1759,5950.5,5943.0,5843.0,5840.0,4.0,1.5,n,n
20180905,0000,1757,5845.5,5844.5,5869.5,5882.5,3.0,2.5,n,n
20180906,0000,1758,5890.0,5898.0,5913.5,5908.5,13.0,20.5,20.5,8.0
20180907,0000,1758,5919.0,5924.0,5879.0,5880.0,5.0,5.5,n,n
20180910,0002,1759,5883.0,5885.0,5891.0,5890.0,1.0,4.0,n,n
20180911,0000,1759,5890.0,5893.5,5885.0,5880.0,1.0,1.0,n,n
20180912,0000,1759,5886.0,5878.0,5987.0,5997.0,5.0,1.0,n,n
20180913,0000,1759,5999.5,6005.5,6000.5,5990.0,10.0,12.5,12.5,6.0
20180914,0000,1759,5996.5,6005.0,5931.0,5905.5,10.5,4.0,n,n
20180917,0000,1759,5868.0,5881.0,5942.0,5950.5,25.5,63.0,-63.0,13.0
20180918,0000,1759,5855.0,5885.0,6100.5,6091.0,8.5,87.0,-87.0,30.0
20180919,0000,1759,6111.0,6103.5,6096.5,6087.0,9.5,10.5,10.5,-7.5
20180920,0000,1759,6095.0,6097.5,6117.5,6115.0,9.5,1.5,n,n
20180921,0000,1759,6143.0,6147.0,6350.0,6337.5,2.5,25.5,25.5,4.0
20180924,0000,1759,6312.5,6305.5,6314.0,6298.5,12.5,37.5,-37.5,-7.0
20180925,0001,1759,6291.0,6275.0,6280.5,6280.5,15.5,23.0,-23.0,-16.0
20180926,0001,1759,6276.5,6276.0,6286.5,6289.0,0.0,4.0,n,n
20180927,0002,1800,6275.5,6279.0,n,n,2.5,11.0,-11.0,3.5
20180928,0000,1759,6182.5,6186.5,6251.0,6259.5,n,n,n,n
20181001,0002,1759,6253.0,6247.5,6236.5,6237.5,8.5,2.0,n,n
20181002,0013,1759,6225.0,6242.5,6267.0,6253.5,1.0,11.5,-11.5,17.5
20181003,0005,1759,6271.0,6268.5,6325.0,6332.0,13.5,4.0,n,n
20181004,0000,1758,6304.0,6303.5,6209.0,6228.5,7.0,21.0,-21.0,-0.5
20181005,0001,1758,6234.5,6240.0,6186.5,6186.5,19.5,25.5,25.5,5.5
20181008,0000,1759,6201.0,6189.0,6191.0,6196.5,0.0,14.5,14.5,-12.0
20181009,0000,1759,6203.0,6204.5,6284.0,6295.0,5.5,12.0,12.0,1.5
20181010,0000,1759,6301.5,6310.0,6223.0,6218.0,11.0,17.5,17.5,8.5
20181011,0000,1759,6170.0,6187.5,6266.0,6273.5,5.0,53.0,-53.0,17.5
20181012,0000,1759,6236.0,6240.0,6270.0,6288.5,7.5,30.0,-30.0,4.0
20181015,0000,1759,6295.0,6295.0,6239.5,6239.5,18.5,25.0,25.0,0.0
20181016,0000,1759,6235.5,6238.0,6220.5,6233.0,0.0,4.0,n,n
20181017,0000,1759,6228.0,6226.0,6215.0,6220.5,12.5,7.5,n,n
20181018,0003,1759,6219.0,6220.0,6166.0,6132.0,5.5,4.0,n,n
20181019,0018,1759,6135.0,6146.0,6220.0,6222.0,34.0,31.0,-31.0,11.0
20181022,0007,1759,6226.0,6212.0,6231.5,6228.5,2.0,6.0,n,n
20181023,0002,1758,6216.0,6223.0,6187.0,6183.0,3.0,15.5,-15.5,7.0
20181024,0003,1759,6193.0,6187.5,6184.0,6178.0,4.0,6.0,n,n
20181025,0000,1758,6165.0,6171.0,6190.0,6197.5,6.0,19.0,-19.0,6.0
20181026,0000,1759,6185.0,6183.5,6171.5,6182.0,7.5,5.0,n,n
20181029,0000,1759,6195.5,6196.5,6156.5,6127.0,10.5,24.0,24.0,1.0
20181030,0000,1930,6137.0,6130.0,n,n,29.5,19.5,-19.5,-7.0
20181031,0000,1759,6032.0,6041.5,5998.0,5999.5,n,n,n,n
20181101,0000,1759,6009.5,6009.5,6125.5,6139.0,1.5,11.5,11.5,0.0
20181102,0000,1759,6128.5,6108.0,6279.0,6305.0,13.5,3.0,n,n
20181105,0000,2011,6285.0,6242.5,n,n,26.0,6.0,n,n
